img_name,target
ISIC_0063088,Benign
ISIC_0030663,Benign
ISIC_0013461,Benign
ISIC_0054695,Benign
ISIC_0063713,Benign
ISIC_0025000,Benign
ISIC_0069554,Benign
ISIC_0028697,Benign
ISIC_0030395,Benign
ISIC_0012903,Benign
ISIC_0027263,Malignant
ISIC_0033005,Benign
ISIC_0062205,Benign
ISIC_0013232,Malignant
ISIC_0029412,Malignant
ISIC_0062880,Benign
ISIC_0031856,Benign
ISIC_0024358,Benign
ISIC_0028674,Benign
ISIC_0002469,Benign
ISIC_0064095,Benign
ISIC_0069205,Benign
ISIC_0069570,Benign
ISIC_0053739,Benign
ISIC_0055917,Benign
ISIC_0029145,Benign
ISIC_0065387,Benign
ISIC_0012661,Benign
ISIC_0032159,Benign
ISIC_0064461,Benign
ISIC_0025571,Benign
ISIC_0024534,Benign
ISIC_0029171,Benign
ISIC_0013864,Benign
ISIC_0065808,Benign
ISIC_0027728,Benign
ISIC_0063602,Benign
ISIC_0026703,Benign
ISIC_0024820,Benign
ISIC_0026712,Benign
ISIC_0013320,Benign
ISIC_0032385,Benign
ISIC_0024528,Benign
ISIC_0055564,Benign
ISIC_0030235,Benign
ISIC_0026143,Benign
ISIC_0059207,Benign
ISIC_0060499,Benign
ISIC_0064217,Benign
ISIC_0030017,Benign
ISIC_0033187,Benign
ISIC_0028563,Benign
ISIC_0025555,Benign
ISIC_0025388,Benign
ISIC_0000478,Benign
ISIC_0061646,Benign
ISIC_0065764,Benign
ISIC_0000420,Malignant
ISIC_0064866,Benign
ISIC_0029773,Benign
ISIC_0061807,Benign
ISIC_0025259,Benign
ISIC_0025925,Benign
ISIC_0014127,Malignant
ISIC_0024329,Malignant
ISIC_0033618,Benign
ISIC_0034185,Benign
ISIC_0058357,Benign
ISIC_0012697,Benign
ISIC_0024530,Benign
ISIC_0026832,Benign
ISIC_0028972,Benign
ISIC_0025044,Benign
ISIC_0015050,Malignant
ISIC_0026472,Benign
ISIC_0025697,Benign
ISIC_0067155,Benign
ISIC_0060828,Benign
ISIC_0067590,Benign
ISIC_0032692,Benign
ISIC_0032820,Benign
ISIC_0034014,Benign
ISIC_0068040,Benign
ISIC_0025564,Malignant
ISIC_0015157,Benign
ISIC_0033322,Benign
ISIC_0059214,Benign
ISIC_0027190,Malignant
ISIC_0027702,Malignant
ISIC_0032284,Benign
ISIC_0025566,Benign
ISIC_0028940,Benign
ISIC_0024477,Benign
ISIC_0029922,Benign
ISIC_0059455,Benign
ISIC_0058012,Benign
ISIC_0064502,Benign
ISIC_0055845,Benign
ISIC_0029096,Benign
ISIC_0033873,Benign
ISIC_0028158,Malignant
ISIC_0026001,Benign
ISIC_0029777,Benign
ISIC_0029618,Benign
ISIC_0028142,Benign
ISIC_0025204,Benign
ISIC_0026196,Benign
ISIC_0027852,Benign
ISIC_0026245,Benign
ISIC_0024691,Benign
ISIC_0033315,Benign
ISIC_0028383,Benign
ISIC_0068837,Benign
ISIC_0054683,Benign
ISIC_0000477,Benign
ISIC_0062807,Benign
ISIC_0026209,Benign
ISIC_0013188,Benign
ISIC_0030852,Benign
ISIC_0060705,Benign
ISIC_0014157,Malignant
ISIC_0025456,Benign
ISIC_0029301,Benign
ISIC_0063441,Benign
ISIC_0026176,Benign
ISIC_0027514,Benign
ISIC_0061551,Benign
ISIC_0032052,Benign
ISIC_0027699,Benign
ISIC_0033894,Benign
ISIC_0024839,Benign
ISIC_0029109,Benign
ISIC_0064418,Benign
ISIC_0013688,Benign
ISIC_0061030,Benign
ISIC_0012690,Benign
ISIC_0069653,Benign
ISIC_0030016,Benign
ISIC_0053871,Benign
ISIC_0031963,Benign
ISIC_0011104,Benign
ISIC_0002251,Benign
ISIC_0032163,Benign
ISIC_0028197,Malignant
ISIC_0028615,Benign
ISIC_0028489,Malignant
ISIC_0026493,Benign
ISIC_0065502,Benign
ISIC_0000053,Benign
ISIC_0027780,Benign
ISIC_0030246,Malignant
ISIC_0065931,Benign
ISIC_0032835,Benign
ISIC_0068230,Benign
ISIC_0027887,Benign
ISIC_0026542,Benign
ISIC_0032025,Benign
ISIC_0060348,Benign
ISIC_0031192,Benign
ISIC_0027788,Malignant
ISIC_0027855,Benign
ISIC_0014832,Malignant
ISIC_0064487,Benign
ISIC_0014191,Benign
ISIC_0031464,Benign
ISIC_0058954,Benign
ISIC_0013921,Benign
ISIC_0011228,Benign
ISIC_0065202,Benign
ISIC_0032081,Malignant
ISIC_0028086,Malignant
ISIC_0031601,Benign
ISIC_0032440,Benign
ISIC_0014503,Benign
ISIC_0069691,Benign
ISIC_0012348,Malignant
ISIC_0066163,Benign
ISIC_0027419,Benign
ISIC_0030328,Benign
ISIC_0065993,Benign
ISIC_0028252,Benign
ISIC_0032843,Benign
ISIC_0010227,Benign
ISIC_0009875,Benign
ISIC_0032700,Benign
ISIC_0034279,Benign
ISIC_0032614,Benign
ISIC_0029518,Benign
ISIC_0027329,Benign
ISIC_0054871,Benign
ISIC_0058901,Benign
ISIC_0026233,Benign
ISIC_0028010,Benign
ISIC_0058042,Benign
ISIC_0025643,Benign
ISIC_0030136,Benign
ISIC_0031265,Benign
ISIC_0057694,Benign
ISIC_0026499,Benign
ISIC_0056442,Benign
ISIC_0030694,Benign
ISIC_0014901,Benign
ISIC_0031564,Benign
ISIC_0000331,Benign
ISIC_0032117,Benign
ISIC_0032400,Malignant
ISIC_0028632,Benign
ISIC_0011162,Benign
ISIC_0060261,Benign
ISIC_0024854,Benign
ISIC_0032752,Benign
ISIC_0027574,Benign
ISIC_0032900,Benign
ISIC_0000460,Benign
ISIC_0055090,Benign
ISIC_0025434,Benign
ISIC_0025310,Benign
ISIC_0055132,Benign
ISIC_0000491,Benign
ISIC_0031014,Benign
ISIC_0056339,Benign
ISIC_0054019,Benign
ISIC_0065601,Benign
ISIC_0055315,Benign
ISIC_0030302,Benign
ISIC_0012508,Benign
ISIC_0033564,Benign
ISIC_0064651,Benign
ISIC_0030758,Benign
ISIC_0013935,Benign
ISIC_0024527,Benign
ISIC_0058351,Benign
ISIC_0027996,Benign
ISIC_0031600,Benign
ISIC_0030859,Benign
ISIC_0032841,Malignant
ISIC_0033937,Benign
ISIC_0029984,Benign
ISIC_0026481,Benign
ISIC_0053748,Benign
ISIC_0067222,Benign
ISIC_0026244,Benign
ISIC_0025717,Benign
ISIC_0058394,Benign
ISIC_0027553,Benign
ISIC_0013160,Benign
ISIC_0030071,Benign
ISIC_0015241,Benign
ISIC_0055972,Benign
ISIC_0062422,Benign
ISIC_0066068,Benign
ISIC_0032832,Benign
ISIC_0054850,Benign
ISIC_0065501,Benign
ISIC_0056064,Benign
ISIC_0026764,Benign
ISIC_0030446,Malignant
ISIC_0014857,Malignant
ISIC_0026654,Benign
ISIC_0031209,Benign
ISIC_0031100,Benign
ISIC_0028744,Benign
ISIC_0068651,Benign
ISIC_0016045,Benign
ISIC_0025642,Benign
ISIC_0065370,Benign
ISIC_0027023,Benign
ISIC_0010487,Benign
ISIC_0028343,Benign
ISIC_0024579,Malignant
ISIC_0033649,Benign
ISIC_0031176,Benign
ISIC_0012238,Benign
ISIC_0057187,Benign
ISIC_0031338,Benign
ISIC_0060735,Benign
ISIC_0024853,Malignant
ISIC_0000072,Benign
ISIC_0055470,Benign
ISIC_0015313,Benign
ISIC_0033844,Benign
ISIC_0032912,Benign
ISIC_0063385,Benign
ISIC_0015483,Benign
ISIC_0062805,Benign
ISIC_0027170,Benign
ISIC_0031257,Benign
ISIC_0027223,Benign
ISIC_0029256,Benign
ISIC_0069175,Benign
ISIC_0025477,Benign
ISIC_0031755,Benign
ISIC_0031107,Benign
ISIC_0033789,Benign
ISIC_0027926,Benign
ISIC_0026352,Malignant
ISIC_0029100,Benign
ISIC_0015082,Malignant
ISIC_0014080,Benign
ISIC_0029158,Benign
ISIC_0062421,Benign
ISIC_0024522,Malignant
ISIC_0032914,Benign
ISIC_0014311,Benign
ISIC_0027189,Malignant
ISIC_0030202,Benign
ISIC_0014952,Benign
ISIC_0028397,Benign
ISIC_0033439,Benign
ISIC_0030147,Benign
ISIC_0064205,Benign
ISIC_0032363,Benign
ISIC_0062131,Benign
ISIC_0025946,Benign
ISIC_0000379,Benign
ISIC_0033681,Benign
ISIC_0010337,Benign
ISIC_0068687,Benign
ISIC_0061651,Benign
ISIC_0030845,Benign
ISIC_0055881,Benign
ISIC_0065175,Benign
ISIC_0069547,Benign
ISIC_0062960,Benign
ISIC_0000287,Malignant
ISIC_0014794,Benign
ISIC_0000032,Benign
ISIC_0032381,Benign
ISIC_0028080,Benign
ISIC_0031814,Benign
ISIC_0031463,Benign
ISIC_0011107,Benign
ISIC_0025339,Benign
ISIC_0025380,Benign
ISIC_0026105,Malignant
ISIC_0006982,Benign
ISIC_0027240,Benign
ISIC_0057817,Benign
ISIC_0065968,Benign
ISIC_0067108,Benign
ISIC_0032753,Benign
ISIC_0058635,Benign
ISIC_0025396,Benign
ISIC_0008029,Benign
ISIC_0025778,Benign
ISIC_0028388,Benign
ISIC_0058821,Benign
ISIC_0067673,Benign
ISIC_0024448,Malignant
ISIC_0031957,Malignant
ISIC_0033707,Benign
ISIC_0060402,Benign
ISIC_0068697,Benign
ISIC_0026900,Benign
ISIC_0028104,Benign
ISIC_0029545,Malignant
ISIC_0029089,Malignant
ISIC_0069406,Benign
ISIC_0062714,Benign
ISIC_0014211,Benign
ISIC_0029904,Benign
ISIC_0012216,Benign
ISIC_0024723,Benign
ISIC_0029716,Benign
ISIC_0060581,Benign
ISIC_0026129,Benign
ISIC_0054354,Benign
ISIC_0034056,Benign
ISIC_0024629,Benign
ISIC_0057793,Benign
ISIC_0011301,Benign
ISIC_0063734,Benign
ISIC_0067479,Benign
ISIC_0064387,Benign
ISIC_0065389,Benign
ISIC_0015973,Benign
ISIC_0064413,Benign
ISIC_0054263,Benign
ISIC_0062535,Benign
ISIC_0026263,Benign
ISIC_0005548,Benign
ISIC_0028507,Benign
ISIC_0025194,Benign
ISIC_0033751,Benign
ISIC_0031652,Benign
ISIC_0024563,Benign
ISIC_0033457,Benign
ISIC_0053886,Benign
ISIC_0012141,Benign
ISIC_0062931,Benign
ISIC_0000900,Benign
ISIC_0025425,Benign
ISIC_0054775,Benign
ISIC_0032561,Benign
ISIC_0030922,Benign
ISIC_0030312,Benign
ISIC_0027991,Benign
ISIC_0012325,Benign
ISIC_0055151,Benign
ISIC_0028056,Malignant
ISIC_0029946,Benign
ISIC_0053690,Benign
ISIC_0012879,Benign
ISIC_0024461,Malignant
ISIC_0032361,Benign
ISIC_0014599,Benign
ISIC_0033263,Benign
ISIC_0063590,Benign
ISIC_0029168,Benign
ISIC_0027137,Benign
ISIC_0027933,Benign
ISIC_0054300,Benign
ISIC_0032508,Benign
ISIC_0000024,Benign
ISIC_0027556,Benign
ISIC_0013039,Benign
ISIC_0025489,Malignant
ISIC_0028459,Benign
ISIC_0031007,Malignant
ISIC_0065966,Benign
ISIC_0057150,Benign
ISIC_0064621,Benign
ISIC_0033153,Benign
ISIC_0027763,Benign
ISIC_0029164,Benign
ISIC_0000487,Malignant
ISIC_0027827,Benign
ISIC_0010236,Benign
ISIC_0026452,Benign
ISIC_0029765,Benign
ISIC_0032343,Benign
ISIC_0058857,Benign
ISIC_0033197,Benign
ISIC_0014216,Benign
ISIC_0025703,Benign
ISIC_0054305,Benign
ISIC_0029270,Benign
ISIC_0024512,Benign
ISIC_0027373,Benign
ISIC_0027459,Benign
ISIC_0066025,Benign
ISIC_0062725,Benign
ISIC_0012172,Benign
ISIC_0067838,Benign
ISIC_0065854,Benign
ISIC_0025073,Benign
ISIC_0068944,Benign
ISIC_0056993,Benign
ISIC_0068553,Benign
ISIC_0054596,Benign
ISIC_0032774,Malignant
ISIC_0031723,Benign
ISIC_0030879,Benign
ISIC_0030970,Malignant
ISIC_0029507,Benign
ISIC_0010853,Benign
ISIC_0033816,Benign
ISIC_0031952,Benign
ISIC_0029232,Benign
ISIC_0026913,Benign
ISIC_0026362,Malignant
ISIC_0060038,Benign
ISIC_0030538,Benign
ISIC_0031287,Benign
ISIC_0012654,Benign
ISIC_0056404,Benign
ISIC_0011358,Benign
ISIC_0016012,Benign
ISIC_0030086,Benign
ISIC_0026177,Benign
ISIC_0065441,Benign
ISIC_0068141,Benign
ISIC_0027022,Benign
ISIC_0026677,Benign
ISIC_0027364,Benign
ISIC_0063106,Benign
ISIC_0029957,Benign
ISIC_0031321,Benign
ISIC_0000412,Malignant
ISIC_0056155,Benign
ISIC_0026388,Malignant
ISIC_0029559,Benign
ISIC_0032075,Benign
ISIC_0029598,Malignant
ISIC_0029345,Benign
ISIC_0000448,Benign
ISIC_0026331,Benign
ISIC_0055256,Benign
ISIC_0064858,Benign
ISIC_0026880,Benign
ISIC_0015208,Benign
ISIC_0009902,Benign
ISIC_0061354,Benign
ISIC_0015954,Benign
ISIC_0059661,Benign
ISIC_0009911,Benign
ISIC_0067474,Benign
ISIC_0033101,Benign
ISIC_0057964,Benign
ISIC_0061401,Benign
ISIC_0011212,Benign
ISIC_0058895,Benign
ISIC_0025090,Benign
ISIC_0024895,Benign
ISIC_0010047,Benign
ISIC_0024710,Malignant
ISIC_0025209,Benign
ISIC_0025376,Benign
ISIC_0025897,Benign
ISIC_0031434,Benign
ISIC_0001118,Malignant
ISIC_0025438,Benign
ISIC_0026320,Benign
ISIC_0064561,Benign
ISIC_0056966,Benign
ISIC_0014029,Benign
ISIC_0028751,Benign
ISIC_0015971,Benign
ISIC_0027705,Benign
ISIC_0028327,Benign
ISIC_0027379,Benign
ISIC_0002206,Benign
ISIC_0028510,Benign
ISIC_0031516,Benign
ISIC_0010257,Benign
ISIC_0028912,Benign
ISIC_0032312,Benign
ISIC_0013517,Benign
ISIC_0033784,Benign
ISIC_0010488,Benign
ISIC_0025121,Malignant
ISIC_0059621,Benign
ISIC_0024588,Benign
ISIC_0059711,Benign
ISIC_0032872,Malignant
ISIC_0001242,Benign
ISIC_0032678,Benign
ISIC_0010358,Malignant
ISIC_0030714,Malignant
ISIC_0025028,Benign
ISIC_0001134,Malignant
ISIC_0013835,Benign
ISIC_0033941,Benign
ISIC_0029997,Benign
ISIC_0056530,Benign
ISIC_0053577,Benign
ISIC_0031249,Benign
ISIC_0056827,Benign
ISIC_0032548,Benign
ISIC_0027180,Benign
ISIC_0028351,Benign
ISIC_0025998,Benign
ISIC_0033259,Benign
ISIC_0013047,Benign
ISIC_0053752,Benign
ISIC_0030617,Benign
ISIC_0066796,Benign
ISIC_0060840,Benign
ISIC_0027955,Benign
ISIC_0031825,Benign
ISIC_0030178,Benign
ISIC_0033160,Benign
ISIC_0055719,Benign
ISIC_0000020,Benign
ISIC_0027128,Benign
ISIC_0061226,Benign
ISIC_0024489,Benign
ISIC_0026958,Benign
ISIC_0030243,Benign
ISIC_0010054,Malignant
ISIC_0030019,Benign
ISIC_0026500,Malignant
ISIC_0029441,Benign
ISIC_0069354,Benign
ISIC_0065090,Benign
ISIC_0000384,Benign
ISIC_0000253,Benign
ISIC_0014855,Benign
ISIC_0024571,Malignant
ISIC_0057070,Benign
ISIC_0054077,Benign
ISIC_0033777,Benign
ISIC_0032539,Benign
ISIC_0033680,Benign
ISIC_0028296,Benign
ISIC_0028298,Benign
ISIC_0014664,Benign
ISIC_0012376,Benign
ISIC_0010201,Benign
ISIC_0061292,Benign
ISIC_0030421,Benign
ISIC_0032094,Benign
ISIC_0029645,Benign
ISIC_0028360,Benign
ISIC_0063309,Benign
ISIC_0060860,Benign
ISIC_0034260,Benign
ISIC_0014576,Benign
ISIC_0062513,Benign
ISIC_0025720,Benign
ISIC_0033860,Benign
ISIC_0009870,Benign
ISIC_0056996,Benign
ISIC_0026963,Malignant
ISIC_0065219,Benign
ISIC_0026158,Malignant
ISIC_0028525,Benign
ISIC_0030639,Benign
ISIC_0015347,Benign
ISIC_0024767,Malignant
ISIC_0063603,Benign
ISIC_0068245,Benign
ISIC_0062446,Benign
ISIC_0058874,Benign
ISIC_0025706,Benign
ISIC_0024502,Benign
ISIC_0026581,Benign
ISIC_0061182,Benign
ISIC_0028893,Benign
ISIC_0068602,Benign
ISIC_0013958,Benign
ISIC_0010380,Malignant
ISIC_0024317,Benign
ISIC_0026246,Benign
ISIC_0031717,Benign
ISIC_0028798,Benign
ISIC_0027847,Benign
ISIC_0030581,Benign
ISIC_0032173,Malignant
ISIC_0069610,Benign
ISIC_0030116,Benign
ISIC_0054841,Benign
ISIC_0055669,Benign
ISIC_0031738,Malignant
ISIC_0069413,Benign
ISIC_0027906,Benign
ISIC_0026367,Benign
ISIC_0032366,Benign
ISIC_0029172,Malignant
ISIC_0027019,Benign
ISIC_0001142,Malignant
ISIC_0066709,Benign
ISIC_0059167,Benign
ISIC_0053729,Benign
ISIC_0000048,Benign
ISIC_0025791,Malignant
ISIC_0066547,Benign
ISIC_0029513,Malignant
ISIC_0029290,Benign
ISIC_0033311,Benign
ISIC_0058230,Benign
ISIC_0029452,Benign
ISIC_0029609,Benign
ISIC_0028775,Benign
ISIC_0064831,Benign
ISIC_0068009,Benign
ISIC_0068619,Benign
ISIC_0062921,Benign
ISIC_0027468,Benign
ISIC_0033449,Benign
ISIC_0058534,Benign
ISIC_0069189,Benign
ISIC_0055239,Benign
ISIC_0031685,Benign
ISIC_0014598,Benign
ISIC_0027082,Benign
ISIC_0032374,Benign
ISIC_0016019,Benign
ISIC_0062404,Benign
ISIC_0026262,Benign
ISIC_0000408,Benign
ISIC_0063997,Benign
ISIC_0011344,Malignant
ISIC_0024683,Benign
ISIC_0059385,Benign
ISIC_0015943,Benign
ISIC_0068163,Benign
ISIC_0012800,Benign
ISIC_0014941,Benign
ISIC_0031384,Malignant
ISIC_0012448,Benign
ISIC_0024559,Benign
ISIC_0024402,Benign
ISIC_0055970,Benign
ISIC_0064227,Benign
ISIC_0014579,Benign
ISIC_0067930,Benign
ISIC_0029050,Benign
ISIC_0026663,Benign
ISIC_0000530,Benign
ISIC_0012374,Benign
ISIC_0062226,Benign
ISIC_0059959,Benign
ISIC_0028691,Benign
ISIC_0024422,Benign
ISIC_0028999,Benign
ISIC_0033168,Benign
ISIC_0060649,Benign
ISIC_0031429,Benign
ISIC_0032671,Benign
ISIC_0030418,Benign
ISIC_0014977,Benign
ISIC_0033927,Benign
ISIC_0060732,Benign
ISIC_0055569,Benign
ISIC_0055484,Benign
ISIC_0029268,Malignant
ISIC_0033011,Benign
ISIC_0024593,Benign
ISIC_0026695,Benign
ISIC_0026505,Benign
ISIC_0060464,Benign
ISIC_0000361,Benign
ISIC_0009252,Benign
ISIC_0031017,Benign
ISIC_0059710,Benign
ISIC_0032014,Malignant
ISIC_0013800,Benign
ISIC_0056829,Benign
ISIC_0066021,Benign
ISIC_0060982,Benign
ISIC_0028325,Malignant
ISIC_0014940,Benign
ISIC_0069142,Benign
ISIC_0031126,Benign
ISIC_0026476,Benign
ISIC_0057819,Benign
ISIC_0030508,Benign
ISIC_0026480,Benign
ISIC_0014587,Benign
ISIC_0028175,Benign
ISIC_0028936,Benign
ISIC_0065722,Benign
ISIC_0030138,Malignant
ISIC_0024372,Malignant
ISIC_0069323,Benign
ISIC_0026706,Benign
ISIC_0033912,Benign
ISIC_0032645,Malignant
ISIC_0025342,Benign
ISIC_0024859,Benign
ISIC_0028217,Benign
ISIC_0027384,Benign
ISIC_0034309,Benign
ISIC_0014613,Benign
ISIC_0027579,Benign
ISIC_0013573,Malignant
ISIC_0030856,Benign
ISIC_0053618,Benign
ISIC_0026744,Benign
ISIC_0032762,Benign
ISIC_0030677,Benign
ISIC_0031291,Benign
ISIC_0030351,Benign
ISIC_0056171,Benign
ISIC_0030557,Benign
ISIC_0026356,Benign
ISIC_0009981,Benign
ISIC_0014783,Benign
ISIC_0031864,Benign
ISIC_0028294,Benign
ISIC_0031091,Benign
ISIC_0000436,Benign
ISIC_0030400,Benign
ISIC_0013748,Benign
ISIC_0032682,Benign
ISIC_0032446,Benign
ISIC_0011339,Benign
ISIC_0011088,Benign
ISIC_0064548,Benign
ISIC_0061673,Benign
ISIC_0000208,Benign
ISIC_0034179,Benign
ISIC_0054864,Benign
ISIC_0025173,Benign
ISIC_0012294,Benign
ISIC_0028577,Malignant
ISIC_0060594,Benign
ISIC_0012746,Benign
ISIC_0028523,Benign
ISIC_0029612,Benign
ISIC_0058896,Benign
ISIC_0033210,Benign
ISIC_0032379,Benign
ISIC_0029317,Benign
ISIC_0004337,Benign
ISIC_0014785,Benign
ISIC_0001105,Malignant
ISIC_0031031,Benign
ISIC_0014590,Benign
ISIC_0060253,Benign
ISIC_0032342,Benign
ISIC_0032031,Benign
ISIC_0026904,Benign
ISIC_0030593,Benign
ISIC_0031307,Benign
ISIC_0056834,Benign
ISIC_0010000,Malignant
ISIC_0062920,Benign
ISIC_0057453,Benign
ISIC_0026988,Malignant
ISIC_0028485,Benign
ISIC_0027158,Benign
ISIC_0014190,Malignant
ISIC_0025369,Benign
ISIC_0029071,Benign
ISIC_0013048,Benign
ISIC_0012475,Benign
ISIC_0054400,Benign
ISIC_0024403,Malignant
ISIC_0027071,Malignant
ISIC_0025150,Benign
ISIC_0024775,Benign
ISIC_0010177,Benign
ISIC_0065436,Benign
ISIC_0012397,Benign
ISIC_0030888,Benign
ISIC_0012179,Benign
ISIC_0000096,Benign
ISIC_0059354,Benign
ISIC_0061403,Benign
ISIC_0000135,Benign
ISIC_0027288,Benign
ISIC_0025272,Benign
ISIC_0027306,Malignant
ISIC_0001212,Benign
ISIC_0030872,Benign
ISIC_0033535,Benign
ISIC_0013682,Benign
ISIC_0066635,Benign
ISIC_0067015,Benign
ISIC_0067011,Benign
ISIC_0060945,Benign
ISIC_0033453,Benign
ISIC_0000549,Malignant
ISIC_0034186,Benign
ISIC_0032937,Benign
ISIC_0063440,Benign
ISIC_0016036,Benign
ISIC_0029849,Benign
ISIC_0028297,Benign
ISIC_0029451,Benign
ISIC_0024597,Benign
ISIC_0015181,Benign
ISIC_0012272,Benign
ISIC_0024761,Benign
ISIC_0029796,Benign
ISIC_0060252,Benign
ISIC_0009897,Malignant
ISIC_0032670,Benign
ISIC_0064166,Benign
ISIC_0029365,Benign
ISIC_0025459,Benign
ISIC_0030339,Malignant
ISIC_0026413,Benign
ISIC_0029282,Benign
ISIC_0033116,Benign
ISIC_0026278,Benign
ISIC_0055535,Benign
ISIC_0065616,Benign
ISIC_0063424,Benign
ISIC_0029555,Benign
ISIC_0030172,Benign
ISIC_0055853,Benign
ISIC_0025363,Malignant
ISIC_0027321,Benign
ISIC_0029182,Benign
ISIC_0028878,Malignant
ISIC_0032764,Benign
ISIC_0014103,Malignant
ISIC_0031273,Benign
ISIC_0033952,Benign
ISIC_0032138,Benign
ISIC_0033628,Benign
ISIC_0056880,Benign
ISIC_0010088,Benign
ISIC_0028929,Malignant
ISIC_0012970,Benign
ISIC_0031370,Benign
ISIC_0031103,Benign
ISIC_0029360,Malignant
ISIC_0067739,Benign
ISIC_0026147,Benign
ISIC_0027112,Benign
ISIC_0061842,Benign
ISIC_0014319,Malignant
ISIC_0056533,Benign
ISIC_0030828,Malignant
ISIC_0025469,Benign
ISIC_0031074,Benign
ISIC_0029707,Benign
ISIC_0054022,Benign
ISIC_0030840,Benign
ISIC_0032952,Benign
ISIC_0029122,Benign
ISIC_0030276,Benign
ISIC_0024852,Benign
ISIC_0034174,Benign
ISIC_0059583,Benign
ISIC_0054998,Benign
ISIC_0015436,Benign
ISIC_0031311,Benign
ISIC_0032247,Benign
ISIC_0059463,Benign
ISIC_0054896,Benign
ISIC_0029381,Benign
ISIC_0061985,Benign
ISIC_0059539,Benign
ISIC_0026236,Malignant
ISIC_0030383,Benign
ISIC_0015447,Benign
ISIC_0010586,Benign
ISIC_0007788,Benign
ISIC_0063700,Benign
ISIC_0000174,Malignant
ISIC_0031403,Benign
ISIC_0027342,Benign
ISIC_0065892,Benign
ISIC_0027130,Malignant
ISIC_0027275,Benign
ISIC_0031491,Benign
ISIC_0031499,Malignant
ISIC_0032155,Benign
ISIC_0000527,Benign
ISIC_0030691,Benign
ISIC_0015985,Benign
ISIC_0031029,Benign
ISIC_0010206,Benign
ISIC_0014255,Malignant
ISIC_0033359,Benign
ISIC_0025149,Benign
ISIC_0029499,Benign
ISIC_0002439,Benign
ISIC_0000269,Benign
ISIC_0034167,Benign
ISIC_0029628,Benign
ISIC_0057810,Benign
ISIC_0029228,Benign
ISIC_0062705,Benign
ISIC_0025164,Benign
ISIC_0026759,Benign
ISIC_0009160,Benign
ISIC_0000146,Malignant
ISIC_0062787,Benign
ISIC_0057701,Benign
ISIC_0026585,Benign
ISIC_0014793,Benign
ISIC_0054219,Benign
ISIC_0054428,Benign
ISIC_0033131,Benign
ISIC_0064900,Benign
ISIC_0013360,Benign
ISIC_0031974,Benign
ISIC_0028653,Malignant
ISIC_0015353,Benign
ISIC_0028620,Benign
ISIC_0029826,Benign
ISIC_0058481,Benign
ISIC_0000490,Benign
ISIC_0027764,Benign
ISIC_0031653,Benign
ISIC_0058191,Benign
ISIC_0063368,Benign
ISIC_0066778,Benign
ISIC_0032601,Benign
ISIC_0014148,Malignant
ISIC_0010339,Benign
ISIC_0067453,Benign
ISIC_0026397,Benign
ISIC_0032494,Benign
ISIC_0064466,Benign
ISIC_0026260,Benign
ISIC_0024816,Benign
ISIC_0028550,Benign
ISIC_0065865,Benign
ISIC_0059972,Benign
ISIC_0026453,Malignant
ISIC_0066321,Benign
ISIC_0025111,Benign
ISIC_0031686,Benign
ISIC_0031927,Malignant
ISIC_0027633,Benign
ISIC_0016070,Benign
ISIC_0024992,Benign
ISIC_0012961,Benign
ISIC_0032493,Benign
ISIC_0002093,Benign
ISIC_0067424,Benign
ISIC_0014809,Malignant
ISIC_0014994,Benign
ISIC_0032826,Benign
ISIC_0028448,Benign
ISIC_0033774,Benign
ISIC_0028051,Malignant
ISIC_0068934,Benign
ISIC_0030883,Malignant
ISIC_0064112,Benign
ISIC_0025764,Benign
ISIC_0026961,Benign
ISIC_0055000,Benign
ISIC_0053754,Benign
ISIC_0028026,Malignant
ISIC_0069449,Benign
ISIC_0032308,Malignant
ISIC_0029472,Benign
ISIC_0028146,Benign
ISIC_0027426,Benign
ISIC_0013229,Benign
ISIC_0033576,Benign
ISIC_0025498,Benign
ISIC_0016053,Benign
ISIC_0027511,Benign
ISIC_0031982,Benign
ISIC_0024481,Malignant
ISIC_0065204,Benign
ISIC_0060054,Benign
ISIC_0032168,Benign
ISIC_0014716,Benign
ISIC_0030680,Benign
ISIC_0033441,Benign
ISIC_0068685,Benign
ISIC_0059485,Benign
ISIC_0024445,Benign
ISIC_0032274,Benign
ISIC_0067735,Benign
ISIC_0025431,Benign
ISIC_0032022,Malignant
ISIC_0012674,Benign
ISIC_0000173,Malignant
ISIC_0010322,Malignant
ISIC_0031596,Benign
ISIC_0032541,Benign
ISIC_0064364,Benign
ISIC_0010267,Malignant
ISIC_0029340,Benign
ISIC_0027415,Benign
ISIC_0025773,Benign
ISIC_0056992,Benign
ISIC_0069655,Benign
ISIC_0012391,Malignant
ISIC_0029442,Benign
ISIC_0025055,Benign
ISIC_0028378,Benign
ISIC_0032254,Benign
ISIC_0030269,Benign
ISIC_0059454,Benign
ISIC_0065339,Benign
ISIC_0068735,Benign
ISIC_0031646,Benign
ISIC_0054558,Benign
ISIC_0064616,Benign
ISIC_0031690,Benign
ISIC_0062327,Benign
ISIC_0030793,Benign
ISIC_0030903,Benign
ISIC_0056570,Benign
ISIC_0015102,Benign
ISIC_0000217,Benign
ISIC_0026295,Benign
ISIC_0062555,Benign
ISIC_0026952,Malignant
ISIC_0030134,Malignant
ISIC_0054948,Benign
ISIC_0034225,Benign
ISIC_0010168,Benign
ISIC_0026787,Benign
ISIC_0034043,Benign
